"norad_id","epoch","bstar","mean_motion","mean_motion_dot","eccentricity","perigee_km","apogee_km","semi_major_axis_km","source_group"
45408,"2026-08-25 22:00:01.999+00",0.00058643,15.872607,0.00159106,0.0004087,307.23325,312.7001,6688.1035,"spacetrack"
45408,"2026-08-26 22:00:02+00",0.00052818,15.875463,0.0014505,0.0004493,306.16006,312.16928,6687.302,"spacetrack"
45408,"2026-08-27 20:00:01.999+00",0.00074196,15.877796,0.00207936,0.0004768,305.32117,311.69754,6686.6465,"spacetrack"
45408,"2026-08-28 20:00:01.999+00",0.00063664,15.880366,0.00180055,0.0005087,304.38672,311.18896,6685.925,"spacetrack"
45408,"2026-08-29 22:00:01.999+00",0.00033999,15.884898,0.00097085,0.0005418,302.89462,310.13812,6684.6533,"spacetrack"
45414,"2026-08-22 13:20:44.901+00",0.00045092,15.832798,0.00100021,0.0002192,319.70438,322.64136,6699.31,"spacetrack"
45414,"2026-08-23 22:00:02+00",0.00069851,15.835713,0.00158584,0.0002785,318.48505,322.21613,6698.488,"spacetrack"
45414,"2026-08-24 16:00:02+00",0.00053993,15.83752,0.00122967,0.0002887,317.90747,321.77487,6697.978,"spacetrack"
45414,"2026-08-25 18:35:24.979+00",0.00050038,15.840118,0.00115231,0.0003153,316.99683,321.22012,6697.2456,"spacetrack"
45414,"2026-08-26 17:18:08.642+00",0.00048086,15.842223,0.0011179,0.0003458,316.1997,320.83112,6696.6523,"spacetrack"
45414,"2026-08-27 17:31:31.445+00",0.00059402,15.844519,0.00140264,0.0003727,315.37305,320.36426,6696.006,"spacetrack"
45414,"2026-08-28 11:41:23.521+00",0.00048362,15.846666,0.00114919,0.0004171,314.4709,320.05618,6695.4004,"spacetrack"
45414,"2026-08-29 22:00:01.999+00",0.00059342,15.850691,0.00144434,0.0004293,313.25638,319.0041,6694.267,"spacetrack"
45417,"2026-08-22 19:26:31.448+00",0.00063367,15.737373,0.00091403,0.0002667,346.43274,350.02057,6726.364,"spacetrack"
45417,"2026-08-23 19:49:35.977+00",0.00060025,15.739294,0.00087222,0.0002135,346.2434,349.11533,6725.8164,"spacetrack"
45417,"2026-08-24 17:09:39.018+00",0.00072428,15.740878,0.00106343,0.0002217,345.73727,348.7193,6725.365,"spacetrack"
45417,"2026-08-26 19:26:23.309+00",0.00061244,15.744679,0.00091148,0.0001361,345.23047,347.06082,6724.2827,"spacetrack"
45417,"2026-08-27 16:45:59.678+00",0.00086577,15.746539,0.00130783,0.0001814,344.39648,346.83588,6723.7534,"spacetrack"
45417,"2026-08-28 18:39:38.399+00",0.00051662,15.748188,0.00077855,0.0002459,343.4936,346.8001,6723.2837,"spacetrack"
45417,"2026-08-29 17:30:20.042+00",0.00073212,15.7503195,0.0011208,0.0001569,343.4855,345.5951,6722.6772,"spacetrack"
45419,"2026-08-22 20:38:55.114+00",0.0004509,15.731802,0.00063109,0.0003493,347.46445,352.16458,6727.9517,"spacetrack"
45419,"2026-08-23 11:53:42.051+00",0.00046603,15.732566,0.00065492,0.0004244,346.74155,352.45206,6727.734,"spacetrack"
45419,"2026-08-24 21:26:03.193+00",0.00044983,15.734439,0.00063686,0.000376,346.53363,351.59247,6727.2,"spacetrack"
45419,"2026-08-25 20:17:58.471+00",0.00044841,15.735731,0.00063842,0.0003908,346.06567,351.32336,6726.8315,"spacetrack"
45419,"2026-08-26 20:41:14.224+00",0.00046173,15.737033,0.0006615,0.000414,345.53882,351.10834,6726.4604,"spacetrack"
45419,"2026-08-27 18:01:29.565+00",0.00056107,15.738223,0.00081079,0.0004281,345.105,350.86392,6726.1216,"spacetrack"
45419,"2026-08-28 19:55:58.043+00",0.00032879,15.73941,0.00047309,0.0004705,344.4817,350.81067,6725.783,"spacetrack"
45419,"2026-08-29 17:16:00.235+00",0.00039193,15.741093,0.00056995,0.0004666,344.0291,350.30518,6725.304,"spacetrack"
45531,"2026-08-22 16:00:02+00",0.00064473,15.864572,0.00168365,0.0003239,310.05777,314.39178,6690.362,"spacetrack"
45531,"2026-08-23 22:00:02+00",0.0004109,15.868139,0.00108181,0.0003563,308.83853,313.60535,6689.359,"spacetrack"
45531,"2026-08-24 16:00:02+00",0.00077241,15.869796,0.00208063,0.000386,308.1746,313.3384,6688.8936,"spacetrack"
45531,"2026-08-25 15:58:03.976+00",0.00043071,15.872363,0.00115976,0.0005024,306.67514,313.39542,6688.1724,"spacetrack"
45531,"2026-08-26 22:00:02+00",0.0003199,15.876032,0.00087213,0.0004397,306.0644,311.94507,6687.1416,"spacetrack"
45531,"2026-08-27 20:00:01.999+00",0.00045771,15.878579,0.00127306,0.0004673,305.16507,311.41418,6686.427,"spacetrack"
45531,"2026-08-28 20:00:01.999+00",0.00035271,15.880839,0.00098718,0.000485,304.41263,310.89786,6685.7925,"spacetrack"
45531,"2026-08-29 22:00:01.999+00",0.0005127,15.884409,0.00147251,0.0004952,303.3431,309.9637,6684.7905,"spacetrack"
45532,"2026-08-22 14:32:00.935+00",0.000363,15.813456,0.00073172,0.0003339,324.3958,328.87326,6704.7715,"spacetrack"
45532,"2026-08-23 22:00:02+00",0.00010487,15.817053,0.00020859,0.000338,323.35217,327.8839,6703.755,"spacetrack"
45532,"2026-08-24 16:00:02+00",0.00045742,15.81816,0.00094679,0.000364,322.8652,327.7453,6703.4424,"spacetrack"
45532,"2026-08-25 22:00:01.999+00",7.0598e-05,15.821051,0.00014067,0.0003779,321.95572,327.02158,6702.6255,"spacetrack"
45532,"2026-08-26 12:32:57.558+00",0.0004457,15.821744,0.00093794,0.000393,321.65863,326.92673,6702.4297,"spacetrack"
45532,"2026-08-27 15:50:08.056+00",0.00053806,15.823901,0.00114819,0.0004159,320.89627,326.47086,6701.821,"spacetrack"
45532,"2026-08-28 22:08:58.027+00",0.00053057,15.826168,0.0011443,0.0004476,320.0441,326.04297,6701.1807,"spacetrack"
45532,"2026-08-29 16:20:07.149+00",0.00057546,15.828008,0.00125429,0.0004946,319.2102,325.8385,6700.661,"spacetrack"
45542,"2026-08-22 16:34:28.855+00",0.0006646,15.767906,0.00109855,0.0002469,337.88196,341.19916,6717.6777,"spacetrack"
45542,"2026-08-23 16:54:45.615+00",0.00056857,15.769443,0.00094362,0.0002782,337.23563,340.9731,6717.241,"spacetrack"
45542,"2026-08-24 08:07:21.872+00",0.00048565,15.770274,0.00080673,0.0002884,336.93088,340.80524,6717.005,"spacetrack"
45542,"2026-08-25 16:03:33.755+00",0.00047002,15.773066,0.00079029,0.0003585,335.66785,340.4834,6716.2124,"spacetrack"
45542,"2026-08-26 13:20:53.028+00",0.00043602,15.774387,0.00073654,0.0003702,335.21423,340.18665,6715.8374,"spacetrack"
45542,"2026-08-27 13:40:33.072+00",0.00057358,15.7758875,0.00098045,0.0004011,334.5812,339.96832,6715.4116,"spacetrack"
45542,"2026-08-28 15:31:17.943+00",0.00042787,15.777385,0.00073247,0.000409,334.1034,339.59625,6714.987,"spacetrack"
45542,"2026-08-29 12:48:15.744+00",0.00051494,15.778978,0.00089095,0.0004317,333.49902,339.29633,6714.5347,"spacetrack"
45544,"2026-08-22 17:31:49.536+00",0.00047188,15.791682,0.00086372,0.000338,330.52783,335.06442,6710.933,"spacetrack"
45544,"2026-08-24 13:34:25.509+00",0.00047369,15.79493,0.00088025,0.0003809,329.32016,334.43185,6710.013,"spacetrack"
45544,"2026-08-25 07:47:45.318+00",0.00050083,15.796303,0.00093763,0.0004065,328.76,334.21494,6709.6245,"spacetrack"
45544,"2026-08-26 15:40:51.438+00",0.0004406,15.798583,0.00083174,0.0004453,327.85437,333.8294,6708.979,"spacetrack"
45544,"2026-08-27 20:00:01.999+00",0.00042977,15.800628,0.00081871,0.000469,327.1166,333.4091,6708.4,"spacetrack"
45544,"2026-08-28 00:00:03+00",0.00056746,15.800688,0.00108694,0.0004722,327.07825,333.41364,6708.383,"spacetrack"
45544,"2026-08-29 15:01:34.929+00",0.0005269,15.803852,0.00102289,0.0005082,325.9417,332.75922,6707.4873,"spacetrack"
45555,"2026-08-22 13:58:55.227+00",0.00050427,15.818989,0.00105015,0.0004833,321.83127,328.31058,6703.208,"spacetrack"
45555,"2026-08-23 22:00:02+00",6.4258e-05,15.821934,0.00012795,0.0005235,320.7305,327.74786,6702.376,"spacetrack"
45555,"2026-08-24 16:00:02+00",0.00051678,15.823041,0.00109788,0.0005555,320.20355,327.64954,6702.0635,"spacetrack"
45555,"2026-08-25 22:00:01.999+00",0.00012313,15.825854,0.00025699,0.0005728,319.2937,326.97067,6701.269,"spacetrack"
45555,"2026-08-26 11:58:04.983+00",0.00043118,15.826605,0.00092865,0.0005925,318.94998,326.89075,6701.057,"spacetrack"
45555,"2026-08-27 16:45:34.699+00",0.00054853,15.82985,0.00120538,0.0005775,318.1352,325.87384,6700.1416,"spacetrack"
45555,"2026-08-28 13:58:18.595+00",0.0004331,15.831386,0.00095441,0.0005875,317.63504,325.5072,6699.708,"spacetrack"
45555,"2026-08-29 20:16:09.619+00",0.00052073,15.835135,0.00117272,0.0006237,316.33548,324.69138,6698.6504,"spacetrack"
45564,"2026-08-29 16:20:36.203+00",0.00047135,15.727525,0.00064798,0.000184,349.7962,352.27255,6729.1714,"spacetrack"
45565,"2026-08-22 10:51:47.377+00",0.0004356,15.791002,0.00079475,0.0007406,328.0185,337.959,6711.126,"spacetrack"
45565,"2026-08-23 15:43:17.359+00",0.00041349,15.793099,0.0007608,0.0006813,327.82278,336.96655,6710.5317,"spacetrack"
45565,"2026-08-24 20:34:34.619+00",0.00043408,15.79497,0.00080671,0.0007852,326.59625,337.13367,6710.002,"spacetrack"
45565,"2026-08-25 08:43:28.224+00",0.00047359,15.795893,0.00088529,0.0007816,326.35913,336.84778,6709.74,"spacetrack"
45565,"2026-08-26 12:03:20.257+00",0.00041287,15.797764,0.00077659,0.0007876,325.78958,336.35794,6709.211,"spacetrack"
45565,"2026-08-27 12:20:50.323+00",0.00050428,15.799394,0.00095928,0.0008002,325.2438,335.98047,6708.749,"spacetrack"
45565,"2026-08-28 18:42:30.144+00",0.00045242,15.801372,0.00086691,0.0008141,324.59116,335.51343,6708.1895,"spacetrack"
45565,"2026-08-29 08:22:10.068+00",0.00065303,15.802654,0.0012676,0.0008033,324.301,335.0778,6707.826,"spacetrack"
45567,"2026-08-22 14:19:12.902+00",0.0004231,15.769344,0.00069835,0.0004164,336.33508,341.92923,6717.269,"spacetrack"
45567,"2026-08-23 17:41:50.011+00",0.00044319,15.771258,0.00073837,0.0003718,336.0913,341.08588,6716.7256,"spacetrack"
45567,"2026-08-24 18:01:47.268+00",0.00041733,15.772809,0.00069945,0.0003851,335.56192,340.7348,6716.285,"spacetrack"
45567,"2026-08-25 16:50:21.621+00",0.00043287,15.77435,0.0007311,0.0004244,334.8609,340.5613,6715.848,"spacetrack"
45567,"2026-08-26 17:10:01.962+00",0.00039299,15.775809,0.00066699,0.0004245,334.44626,340.14767,6715.434,"spacetrack"
45567,"2026-08-27 15:58:21.414+00",0.00034357,15.776948,0.00058479,0.0004865,333.70682,340.2406,6715.111,"spacetrack"
45567,"2026-08-28 20:51:23.6+00",0.00052065,15.778865,0.00090068,0.0004858,333.168,339.6919,6714.567,"spacetrack"
45567,"2026-08-29 15:05:50.128+00",0.00046351,15.780235,0.00080518,0.0005014,332.67465,339.40762,6714.178,"spacetrack"
45573,"2026-08-22 13:55:51.993+00",0.00026098,15.7762785,0.00044042,0.0004021,334.46344,339.8639,6715.301,"spacetrack"
45573,"2026-08-23 17:17:46.716+00",-9.3653e-05,15.77741,-0.00016687,0.0004517,333.8095,339.87582,6714.9795,"spacetrack"
45573,"2026-08-25 14:53:51.904+00",0.00043424,15.781139,0.00075664,0.0005315,332.21616,339.35306,6713.9214,"spacetrack"
45573,"2026-08-26 10:39:20.668+00",0.00040017,15.782385,0.00070022,0.0005424,331.7901,339.07297,6713.5684,"spacetrack"
45573,"2026-08-27 10:58:16.318+00",0.00056702,15.783929,0.00100558,0.0005548,331.2693,338.71817,6713.131,"spacetrack"
45573,"2026-08-28 20:00:01.999+00",-5.1819e-05,15.786197,-9.914e-05,0.0005757,330.48642,338.21518,6712.488,"spacetrack"
45573,"2026-08-29 20:42:39.463+00",0.00046819,15.787799,0.00084232,0.0005983,329.88074,337.91235,6712.0337,"spacetrack"
45578,"2026-08-22 13:18:08.189+00",0.00043265,15.7715225,0.00072135,0.0003672,336.0473,340.98,6716.651,"spacetrack"
45578,"2026-08-23 18:11:40.569+00",0.00047522,15.774968,0.0008061,0.0003628,335.09903,339.97192,6715.6724,"spacetrack"
45578,"2026-08-24 17:00:03.845+00",0.00032976,15.776273,0.00055896,0.00035,334.81488,339.5156,6715.3022,"spacetrack"
45578,"2026-08-25 15:48:19.155+00",0.00041514,15.777919,0.00071198,0.0003885,334.08957,339.307,6714.8354,"spacetrack"
45578,"2026-08-26 19:10:03.888+00",0.00048635,15.779644,0.00084312,0.0004184,333.39948,339.01804,6714.3457,"spacetrack"
45578,"2026-08-27 14:55:39.819+00",0.00050362,15.780811,0.00087831,0.0004369,332.94437,338.81107,6714.0146,"spacetrack"
45578,"2026-08-28 15:14:44.506+00",0.00041181,15.782197,0.00072015,0.0004549,332.43066,338.53873,6713.6216,"spacetrack"
45578,"2026-08-29 14:02:29.744+00",0.00050014,15.783893,0.00088454,0.0004634,331.89316,338.1149,6713.141,"spacetrack"
45582,"2026-08-22 16:00:02+00",0.00068825,15.884254,0.00199127,0.0007071,301.9699,311.4236,6684.834,"spacetrack"
45582,"2026-08-23 22:00:02+00",0.00038019,15.888065,0.00110668,0.0007191,300.82156,310.43414,6683.7646,"spacetrack"
45582,"2026-08-24 16:00:02+00",0.00065287,15.889881,0.00194206,0.000759,300.0462,310.19138,6683.256,"spacetrack"
45582,"2026-08-25 22:00:01.999+00",0.00044333,15.893746,0.0012869,0.0007603,298.95453,309.11545,6682.172,"spacetrack"
45582,"2026-08-26 22:00:02+00",0.00046935,15.896408,0.00138355,0.0007748,298.11227,308.46582,6681.4263,"spacetrack"
45582,"2026-08-27 20:00:01.999+00",0.00043914,15.899215,0.00131138,0.0007846,297.26105,307.74432,6680.6396,"spacetrack"
45582,"2026-08-28 20:00:01.999+00",0.00036316,15.901967,0.00109423,0.0007912,296.44675,307.01697,6679.8687,"spacetrack"
45582,"2026-08-29 22:00:01.999+00",0.00078473,15.9059925,0.00245509,0.0007931,295.308,305.90182,6678.7417,"spacetrack"
45586,"2026-08-22 03:53:06.726+00",0.00048157,15.778152,0.00082931,0.0005262,333.09863,340.16528,6714.769,"spacetrack"
45586,"2026-08-23 11:48:25.905+00",0.00043545,15.78023,0.00075564,0.0005265,332.50775,339.5778,6714.1797,"spacetrack"
45586,"2026-08-24 10:36:21.807+00",0.00040182,15.781644,0.00070082,0.0005486,331.9584,339.32474,6713.779,"spacetrack"
45586,"2026-08-25 10:55:20.492+00",0.00043026,15.783535,0.00075767,0.0004689,331.95743,338.2531,6713.242,"spacetrack"
45586,"2026-08-26 11:14:10.73+00",0.00039693,15.784906,0.00070251,0.0005508,331.01892,338.41382,6712.8535,"spacetrack"
45586,"2026-08-27 11:32:52.171+00",0.00050665,15.786474,0.00090721,0.0005722,330.4311,338.11276,6712.409,"spacetrack"
45586,"2026-08-28 08:49:06.343+00",0.00051795,15.787773,0.00093348,0.0006065,329.833,337.9747,6712.041,"spacetrack"
45586,"2026-08-29 18:14:22.409+00",0.0005619,15.790459,0.00102671,0.0005784,329.26086,337.02448,6711.28,"spacetrack"
45589,"2026-08-22 18:24:37.335+00",0.00021472,15.785683,0.00037654,0.000245,332.85184,336.14102,6712.6333,"spacetrack"
45589,"2026-08-23 22:00:02+00",3.5325e-05,15.788199,5.675e-05,0.0002479,332.11923,335.447,6711.92,"spacetrack"
45589,"2026-08-24 16:00:02+00",0.00058493,15.789015,0.00106175,0.0002821,331.65854,335.44528,6711.689,"spacetrack"
45589,"2026-08-25 14:46:30.069+00",0.00043237,15.790629,0.00078626,0.0002763,331.24023,334.94885,6711.2314,"spacetrack"
45589,"2026-08-26 10:31:15.926+00",0.00038448,15.79191,0.00070184,0.0003018,330.7063,334.75696,6710.8687,"spacetrack"
45589,"2026-08-27 13:51:33.157+00",0.00049985,15.79369,0.00092439,0.0003354,329.97678,334.4781,6710.3643,"spacetrack"
45589,"2026-08-28 14:09:26.072+00",0.00040283,15.795159,0.00074713,0.0003477,329.47806,334.14413,6709.948,"spacetrack"
45589,"2026-08-29 20:31:33.907+00",0.00047608,15.797569,0.00089562,0.0003673,328.6644,333.59302,6709.2656,"spacetrack"
45590,"2026-08-25 14:12:20.274+00",0.00043891,15.726338,0.00059956,0.0002075,349.97635,352.76907,6729.51,"spacetrack"
45590,"2026-08-27 16:32:00.59+00",0.00052759,15.728816,0.00073084,0.0002563,348.94153,352.39072,6728.803,"spacetrack"
45590,"2026-08-28 15:24:26.199+00",0.00039613,15.729817,0.00054836,0.0002756,348.52606,352.2348,6728.5176,"spacetrack"
45590,"2026-08-29 15:48:14.983+00",0.00047371,15.731172,0.00066171,0.0002852,348.07556,351.9133,6728.1313,"spacetrack"
45665,"2026-08-22 16:00:02+00",0.00054032,15.849812,0.00130833,0.0007115,311.6147,321.14096,6694.5146,"spacetrack"
45665,"2026-08-23 22:00:02+00",0.00048229,15.853026,0.00118368,0.0007202,310.65198,320.29346,6693.61,"spacetrack"
45665,"2026-08-24 16:00:02+00",0.00078321,15.85462,0.00195927,0.0007535,309.981,320.0676,6693.161,"spacetrack"
45665,"2026-08-25 22:00:01.999+00",0.00063219,15.858169,0.00160096,0.0007476,309.02258,319.0287,6692.1626,"spacetrack"
45665,"2026-08-26 14:16:55.535+00",0.00047663,15.859851,0.00120976,0.0007551,308.49948,318.6053,6691.6895,"spacetrack"
45665,"2026-08-27 20:00:01.999+00",0.00041188,15.863132,0.00105963,0.0007796,307.41342,317.84567,6690.7666,"spacetrack"
45665,"2026-08-28 20:00:01.999+00",0.00038494,15.865456,0.00100058,0.0007894,306.6952,317.25754,6690.1133,"spacetrack"
45665,"2026-08-29 22:00:01.999+00",0.00085143,15.868828,0.00229237,0.0007766,305.8338,316.22342,6689.1655,"spacetrack"
45670,"2026-08-22 16:00:02+00",0.00068711,15.872747,0.00187792,0.0009518,303.56168,316.2931,6688.0645,"spacetrack"
45670,"2026-08-23 22:00:02+00",0.00074005,15.87626,0.00206258,0.0009271,302.7411,315.14026,6687.0776,"spacetrack"
45670,"2026-08-24 16:00:02+00",0.00063414,15.879113,0.00178624,0.0009436,301.83066,314.449,6686.277,"spacetrack"
45670,"2026-08-25 22:00:01.999+00",0.00090256,15.883063,0.00261999,0.0009236,300.85654,313.20538,6685.168,"spacetrack"
45670,"2026-08-26 22:00:02+00",0.00072603,15.88601,0.00212551,0.0009169,300.07535,312.33307,6684.3413,"spacetrack"
45670,"2026-08-27 22:00:03+00",0.00063282,15.8893,0.00181189,0.0009035,299.2431,311.32004,6683.4185,"spacetrack"
45670,"2026-08-28 20:00:01.999+00",0.00080773,15.892365,0.00235853,0.0008949,298.44208,310.40253,6682.559,"spacetrack"
45670,"2026-08-29 22:00:01.999+00",0.00088131,15.897073,0.00263887,0.0008755,297.2535,308.95236,6681.2397,"spacetrack"
45671,"2026-08-22 12:28:04.771+00",0.00052861,15.830787,0.00116621,0.0006302,317.518,325.96255,6699.8774,"spacetrack"
45671,"2026-08-23 21:47:51.535+00",0.00057131,15.834016,0.00128234,0.000661,316.40125,325.2573,6698.9663,"spacetrack"
45671,"2026-08-24 22:01:59.226+00",0.00051916,15.836384,0.00117649,0.000684,315.57983,324.74313,6698.2983,"spacetrack"
45671,"2026-08-25 08:38:05.519+00",0.00053838,15.837513,0.0012276,0.0006799,315.28903,324.39694,6697.98,"spacetrack"
45671,"2026-08-26 10:22:45.109+00",0.0004717,15.839978,0.00108568,0.0006939,314.50098,323.79547,6697.285,"spacetrack"
45671,"2026-08-27 13:38:00.743+00",0.00059456,15.842671,0.00139329,0.000731,313.49402,323.28433,6696.5264,"spacetrack"
45671,"2026-08-28 12:20:31.419+00",0.00037128,15.844568,0.00086989,0.0007108,313.09518,322.61423,6695.9917,"spacetrack"
45671,"2026-08-29 22:00:01.999+00",0.00071869,15.848668,0.00174183,0.0007322,311.79782,321.60175,6694.837,"spacetrack"
45673,"2026-08-22 14:24:21.483+00",0.00044521,15.770791,0.00074052,0.0005207,335.22385,342.21878,6716.8584,"spacetrack"
45673,"2026-08-23 16:15:36.186+00",0.00067586,15.772739,0.00114326,0.0006308,333.93167,342.40497,6716.305,"spacetrack"
45673,"2026-08-24 13:32:58.438+00",0.00043265,15.773805,0.00072923,0.000568,334.05124,341.6806,6716.003,"spacetrack"
45673,"2026-08-25 09:19:00.244+00",0.00029343,15.774793,0.00049328,0.0005884,333.63394,341.537,6715.7227,"spacetrack"
45673,"2026-08-26 12:41:02.009+00",0.00042321,15.776893,0.00072311,0.0005835,333.07108,340.90762,6715.1265,"spacetrack"
45673,"2026-08-27 09:58:02.932+00",0.00057455,15.778247,0.0009933,0.0006014,332.56683,340.6433,6714.742,"spacetrack"
45673,"2026-08-28 11:48:34.005+00",0.00041058,15.779746,0.00071037,0.000612,332.07074,340.28906,6714.317,"spacetrack"
45673,"2026-08-29 12:07:43.755+00",0.0005452,15.781551,0.00095606,0.0006379,331.38504,339.95053,6713.8047,"spacetrack"
45675,"2026-08-22 17:51:15.211+00",0.00024671,15.728849,0.00033693,0.0003458,348.32977,352.9834,6728.7935,"spacetrack"
45675,"2026-08-23 18:15:08.439+00",0.00056026,15.730465,0.00078269,0.0004168,347.3916,353.00034,6728.333,"spacetrack"
45675,"2026-08-25 14:28:05.803+00",0.00047099,15.733007,0.00066335,0.000472,346.29544,352.6463,6727.608,"spacetrack"
45675,"2026-08-26 11:48:40.556+00",0.00044039,15.734206,0.00062276,0.0004693,345.97223,352.28644,6727.266,"spacetrack"
45675,"2026-08-27 13:43:32.153+00",0.00056304,15.735697,0.00080488,0.0004867,345.43042,351.97833,6726.8413,"spacetrack"
45675,"2026-08-28 08:01:00.011+00",0.00043212,15.736614,0.00061735,0.0004996,345.08234,351.80353,6726.58,"spacetrack"
45675,"2026-08-29 19:04:15.828+00",0.00057532,15.73894,0.00083457,0.0005251,344.24847,351.31204,6725.9175,"spacetrack"
45679,"2026-08-22 16:06:16.86+00",0.00024401,15.748079,0.00036263,0.0005835,341.25476,349.1009,6723.315,"spacetrack"
45679,"2026-08-23 16:28:20.631+00",0.00046731,15.749815,0.00070844,0.0005071,341.2746,348.09286,6722.821,"spacetrack"
45679,"2026-08-24 10:44:47.841+00",0.0005954,15.751312,0.00091254,0.0005114,340.81992,347.6956,6722.3945,"spacetrack"
45679,"2026-08-25 08:03:49.474+00",0.00085711,15.753909,0.00133826,0.0005178,340.0386,346.99954,6721.6562,"spacetrack"
45679,"2026-08-26 09:56:47.912+00",0.00038485,15.754686,0.00059406,0.0004973,339.95538,346.64053,6721.435,"spacetrack"
45679,"2026-08-27 08:46:57.258+00",0.00082545,15.756403,0.001302,0.0004573,339.7362,345.88318,6720.947,"spacetrack"
45679,"2026-08-28 12:10:56.357+00",0.00040445,15.758409,0.00063536,0.0005239,338.71866,345.76028,6720.3765,"spacetrack"
45679,"2026-08-29 14:03:24.974+00",0.000476,15.759955,0.0007551,0.0005228,338.28647,345.31284,6719.9365,"spacetrack"
45685,"2026-08-28 08:48:30.68+00",0.00040484,15.719145,0.00053568,0.0005154,349.95642,356.89532,6731.563,"spacetrack"
45685,"2026-08-29 07:41:46.951+00",0.00059081,15.720306,0.00079088,0.0005172,349.61282,356.57562,6731.2314,"spacetrack"
45695,"2026-08-22 09:52:19.271+00",0.00045831,15.808335,0.0009069,0.0007064,323.34494,332.8195,6706.219,"spacetrack"
45695,"2026-08-23 13:10:53.28+00",0.00046543,15.810528,0.0009309,0.0007353,322.53174,332.393,6705.5996,"spacetrack"
45695,"2026-08-24 19:31:15.346+00",0.00048663,15.812841,0.00098473,0.0007293,321.9182,331.69806,6704.9453,"spacetrack"
45695,"2026-08-25 09:10:19.777+00",0.00048144,15.813962,0.00097917,0.0007262,321.62265,331.36047,6704.6284,"spacetrack"
45695,"2026-08-26 07:55:19.454+00",0.00042112,15.815777,0.0008617,0.0007241,321.12402,330.83295,6704.1157,"spacetrack"
45695,"2026-08-27 09:42:08.082+00",0.00050347,15.817799,0.00104366,0.0007406,320.4426,330.3719,6703.5444,"spacetrack"
45695,"2026-08-28 06:55:49.813+00",0.00048958,15.819431,0.00102223,0.0007467,319.94077,329.95114,6703.083,"spacetrack"
45695,"2026-08-29 10:13:13.977+00",0.00068727,15.822035,0.00146287,0.000744,319.22412,329.19724,6702.3477,"spacetrack"
45697,"2026-08-22 20:18:24.934+00",0.00040301,15.743039,0.00059158,0.000583,342.69226,350.53333,6724.75,"spacetrack"
45697,"2026-08-23 10:01:08.051+00",0.00039055,15.743719,0.0005747,0.000587,342.47174,350.36636,6724.556,"spacetrack"
45697,"2026-08-24 19:32:04.299+00",0.00041112,15.745414,0.00061006,0.0005995,341.9055,349.96765,6724.0737,"spacetrack"
45697,"2026-08-25 09:14:39.847+00",0.00042883,15.746165,0.00063893,0.0005993,341.69305,349.7523,6723.86,"spacetrack"
45697,"2026-08-26 08:05:34.134+00",0.00035903,15.747323,0.00053597,0.0006065,341.31525,349.4709,6723.5303,"spacetrack"
45697,"2026-08-27 11:30:31.575+00",0.00045996,15.748679,0.00069381,0.000599,340.97995,349.03427,6723.144,"spacetrack"
45697,"2026-08-28 17:58:05.46+00",0.00041675,15.750124,0.00063159,0.0006178,340.4427,348.7493,6722.733,"spacetrack"
45697,"2026-08-29 18:19:59.947+00",0.00052408,15.751781,0.00080336,0.0006207,339.95172,348.29672,6722.261,"spacetrack"
45700,"2026-08-22 14:29:38.514+00",0.0004307,15.806549,0.00084381,0.0005927,324.61252,332.56265,6706.7246,"spacetrack"
45700,"2026-08-23 22:21:26.896+00",0.00044697,15.809377,0.00088802,0.0006139,323.67087,331.90442,6705.925,"spacetrack"
45700,"2026-08-24 19:35:56.028+00",-5.5833e-05,15.806703,-0.00011632,0.0006803,323.9816,333.10672,6706.681,"spacetrack"
45700,"2026-08-25 18:21:04.867+00",0.00043479,15.812642,0.00087686,0.0006509,322.50027,331.22882,6705.0015,"spacetrack"
45700,"2026-08-26 21:39:11.602+00",0.00051281,15.814728,0.00104744,0.0006051,322.2181,330.3318,6704.412,"spacetrack"
45700,"2026-08-27 21:55:07.455+00",0.00051532,15.816483,0.00106148,0.0006205,321.6193,329.93884,6703.916,"spacetrack"
45700,"2026-08-28 20:00:01.999+00",0.00061716,15.818165,0.00128606,0.0006298,321.08203,329.5257,6703.441,"spacetrack"
45700,"2026-08-29 22:26:25.036+00",0.00053116,15.820989,0.00111842,0.0006338,320.2581,328.75436,6702.643,"spacetrack"
45703,"2026-08-22 16:00:02+00",0.00053384,15.89097,0.00158727,0.0005381,301.21725,308.40945,6682.95,"spacetrack"
45703,"2026-08-23 22:00:02+00",0.00065104,15.894707,0.00198291,0.0005039,300.3989,307.13293,6681.903,"spacetrack"
45703,"2026-08-24 16:00:02+00",0.00052531,15.897021,0.00161045,0.0004871,299.86282,306.37167,6681.2544,"spacetrack"
45703,"2026-08-25 22:00:01.999+00",0.00036262,15.901514,0.00108785,0.0004667,298.74127,304.97638,6679.9956,"spacetrack"
45703,"2026-08-26 22:00:02+00",0.00049137,15.904671,0.00151095,0.0004393,298.0407,303.909,6679.112,"spacetrack"
45703,"2026-08-27 22:00:03+00",0.00050385,15.908149,0.00157849,0.0004174,297.21396,302.78888,6678.138,"spacetrack"
45703,"2026-08-28 20:00:01.999+00",0.00056462,15.911083,0.00180027,0.0003885,296.5862,301.77448,6677.3174,"spacetrack"
